#datumDate,datumId,datumValue
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/1Y/3M/1/1/0,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/2Y/3M/0/0/0.01,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/2Y/3M/0/0/0.02,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/2Y/3M/0/0/0.03,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/2Y/3M/0/0/0.04,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/2Y/3M/0/0/0.05,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/2Y/3M/0/0/0.06,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/2Y/3M/0/0/0.07,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/2Y/3M/0/0/0.08,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/2Y/3M/0/0/0.09,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/2Y/3M/0/0/0.10,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/2Y/3M/1/1/0,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/3Y/3M/0/0/0.01,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/3Y/3M/0/0/0.02,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/3Y/3M/0/0/0.03,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/3Y/3M/0/0/0.04,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/3Y/3M/0/0/0.05,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/3Y/3M/0/0/0.06,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/3Y/3M/0/0/0.07,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/3Y/3M/0/0/0.08,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/3Y/3M/0/0/0.09,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/3Y/3M/0/0/0.10,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/3Y/3M/1/1/0,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/5Y/3M/0/0/0.01,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/5Y/3M/0/0/0.02,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/5Y/3M/0/0/0.03,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/5Y/3M/0/0/0.04,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/5Y/3M/0/0/0.05,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/5Y/3M/0/0/0.06,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/5Y/3M/0/0/0.07,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/5Y/3M/0/0/0.08,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/5Y/3M/0/0/0.09,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/5Y/3M/0/0/0.10,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/5Y/3M/1/1/0,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/7Y/3M/0/0/0.01,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/7Y/3M/0/0/0.02,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/7Y/3M/0/0/0.03,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/7Y/3M/0/0/0.04,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/7Y/3M/0/0/0.05,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/7Y/3M/0/0/0.06,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/7Y/3M/0/0/0.07,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/7Y/3M/0/0/0.08,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/7Y/3M/0/0/0.09,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/7Y/3M/0/0/0.10,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/CNY/7Y/3M/1/1/0,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/10Y/3M/0/0/0.01,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/10Y/3M/0/0/0.02,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/10Y/3M/0/0/0.03,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/10Y/3M/0/0/0.04,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/10Y/3M/0/0/0.05,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/10Y/3M/0/0/0.06,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/10Y/3M/0/0/0.07,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/10Y/3M/0/0/0.08,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/10Y/3M/0/0/0.09,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/10Y/3M/0/0/0.10,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/10Y/3M/1/1/0,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/1Y/3M/0/0/0.01,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/1Y/3M/0/0/0.02,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/1Y/3M/0/0/0.03,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/1Y/3M/0/0/0.04,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/1Y/3M/0/0/0.05,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/1Y/3M/0/0/0.06,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/1Y/3M/0/0/0.07,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/1Y/3M/0/0/0.08,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/1Y/3M/0/0/0.09,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/1Y/3M/0/0/0.10,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/1Y/3M/1/1/0,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/2Y/3M/0/0/0.01,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/2Y/3M/0/0/0.02,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/2Y/3M/0/0/0.03,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/2Y/3M/0/0/0.04,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/2Y/3M/0/0/0.05,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/2Y/3M/0/0/0.06,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/2Y/3M/0/0/0.07,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/2Y/3M/0/0/0.08,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/2Y/3M/0/0/0.09,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/2Y/3M/0/0/0.10,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/2Y/3M/1/1/0,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/3Y/3M/0/0/0.01,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/3Y/3M/0/0/0.02,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/3Y/3M/0/0/0.03,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/3Y/3M/0/0/0.04,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/3Y/3M/0/0/0.05,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/3Y/3M/0/0/0.06,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/3Y/3M/0/0/0.07,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/3Y/3M/0/0/0.08,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/3Y/3M/0/0/0.09,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/3Y/3M/0/0/0.10,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/3Y/3M/1/1/0,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/5Y/3M/0/0/0.01,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/5Y/3M/0/0/0.02,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/5Y/3M/0/0/0.03,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/5Y/3M/0/0/0.04,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/5Y/3M/0/0/0.05,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/5Y/3M/0/0/0.06,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/5Y/3M/0/0/0.07,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/5Y/3M/0/0/0.08,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/5Y/3M/0/0/0.09,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/5Y/3M/0/0/0.10,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/5Y/3M/1/1/0,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/7Y/3M/0/0/0.01,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/7Y/3M/0/0/0.02,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/7Y/3M/0/0/0.03,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/7Y/3M/0/0/0.04,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/7Y/3M/0/0/0.05,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/7Y/3M/0/0/0.06,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/7Y/3M/0/0/0.07,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/7Y/3M/0/0/0.08,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/7Y/3M/0/0/0.09,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/7Y/3M/0/0/0.10,0.5000000000
2016-02-05,CAPFLOOR/RATE_LNVOL/USD/7Y/3M/1/1/0,0.5000000000
2016-02-05,FRA/RATE/USD/1Y/3M,0.0095940000
2016-02-05,FRA/RATE/USD/1Y/6M,0.0097810000
2016-02-05,FRA/RATE/USD/3M/3M,0.0081320000
2016-02-05,FRA/RATE/USD/6M/3M,0.0085800000
2016-02-05,FRA/RATE/USD/6M/6M,0.0096300000
2016-02-05,FRA/RATE/USD/9M/3M,0.0091410000
2016-02-05,FX/RATE/EUR/USD,1.1323370000
2016-02-05,FX/RATE/USD/CNY,7.1000000000
2016-02-05,FXFWD/RATE/USD/CNY/10M,1000.0000000000
2016-02-05,FXFWD/RATE/USD/CNY/11M,1000.0000000000
2016-02-05,FXFWD/RATE/USD/CNY/12M,1000.0000000000
2016-02-05,FXFWD/RATE/USD/CNY/18M,1000.0000000000
2016-02-05,FXFWD/RATE/USD/CNY/1M,1000.0000000000
2016-02-05,FXFWD/RATE/USD/CNY/1W,1000.0000000000
2016-02-05,FXFWD/RATE/USD/CNY/2M,1000.0000000000
2016-02-05,FXFWD/RATE/USD/CNY/2W,1000.0000000000
2016-02-05,FXFWD/RATE/USD/CNY/2Y,1000.0000000000
2016-02-05,FXFWD/RATE/USD/CNY/3M,1000.0000000000
2016-02-05,FXFWD/RATE/USD/CNY/3W,1000.0000000000
2016-02-05,FXFWD/RATE/USD/CNY/4M,1000.0000000000
2016-02-05,FXFWD/RATE/USD/CNY/5M,1000.0000000000
2016-02-05,FXFWD/RATE/USD/CNY/6M,1000.0000000000
2016-02-05,FXFWD/RATE/USD/CNY/7M,1000.0000000000
2016-02-05,FXFWD/RATE/USD/CNY/8M,1000.0000000000
2016-02-05,FXFWD/RATE/USD/CNY/9M,1000.0000000000
2016-02-05,FX_OPTION/RATE_LNVOL/EUR/USD/10Y/ATM,0.1362800000
2016-02-05,FX_OPTION/RATE_LNVOL/EUR/USD/1M/ATM,0.1216990000
2016-02-05,FX_OPTION/RATE_LNVOL/EUR/USD/1Y/ATM,0.1208250000
2016-02-05,FX_OPTION/RATE_LNVOL/EUR/USD/2Y/ATM,0.1204650000
2016-02-05,FX_OPTION/RATE_LNVOL/EUR/USD/3M/ATM,0.1155890000
2016-02-05,FX_OPTION/RATE_LNVOL/EUR/USD/3Y/ATM,0.1229930000
2016-02-05,FX_OPTION/RATE_LNVOL/EUR/USD/6M/ATM,0.1219820000
2016-02-05,FX_OPTION/RATE_LNVOL/USD/CNY/10Y/ATM,0.1362800000
2016-02-05,FX_OPTION/RATE_LNVOL/USD/CNY/1M/ATM,0.1216990000
2016-02-05,FX_OPTION/RATE_LNVOL/USD/CNY/1Y/ATM,0.1208250000
2016-02-05,FX_OPTION/RATE_LNVOL/USD/CNY/2Y/ATM,0.1204650000
2016-02-05,FX_OPTION/RATE_LNVOL/USD/CNY/3M/ATM,0.1155890000
2016-02-05,FX_OPTION/RATE_LNVOL/USD/CNY/3Y/ATM,0.1229930000
2016-02-05,FX_OPTION/RATE_LNVOL/USD/CNY/6M/ATM,0.1219820000
2016-02-05,IR_SWAP/RATE/CNY/REPOFIX/1D/7D/10Y,0.0200000000
2016-02-05,IR_SWAP/RATE/CNY/REPOFIX/1D/7D/1Y,0.0200000000
2016-02-05,IR_SWAP/RATE/CNY/REPOFIX/1D/7D/2Y,0.0200000000
2016-02-05,IR_SWAP/RATE/CNY/REPOFIX/1D/7D/3Y,0.0200000000
2016-02-05,IR_SWAP/RATE/CNY/REPOFIX/1D/7D/5Y,0.0200000000
2016-02-05,IR_SWAP/RATE/CNY/REPOFIX/1D/7D/6M,0.0200000000
2016-02-05,IR_SWAP/RATE/CNY/REPOFIX/1D/7D/7Y,0.0200000000
2016-02-05,IR_SWAP/RATE/CNY/SHIBOR/1D/1D/10Y,0.0300000000
2016-02-05,IR_SWAP/RATE/CNY/SHIBOR/1D/1D/1Y,0.0300000000
2016-02-05,IR_SWAP/RATE/CNY/SHIBOR/1D/1D/2Y,0.0300000000
2016-02-05,IR_SWAP/RATE/CNY/SHIBOR/1D/1D/3Y,0.0300000000
2016-02-05,IR_SWAP/RATE/CNY/SHIBOR/1D/1D/5Y,0.0300000000
2016-02-05,IR_SWAP/RATE/CNY/SHIBOR/1D/1D/6M,0.0300000000
2016-02-05,IR_SWAP/RATE/CNY/SHIBOR/1D/1D/7Y,0.0300000000
2016-02-05,IR_SWAP/RATE/CNY/SHIBOR/1D/3M/10Y,0.0300000000
2016-02-05,IR_SWAP/RATE/CNY/SHIBOR/1D/3M/1Y,0.0300000000
2016-02-05,IR_SWAP/RATE/CNY/SHIBOR/1D/3M/2Y,0.0300000000
2016-02-05,IR_SWAP/RATE/CNY/SHIBOR/1D/3M/3Y,0.0300000000
2016-02-05,IR_SWAP/RATE/CNY/SHIBOR/1D/3M/5Y,0.0300000000
2016-02-05,IR_SWAP/RATE/CNY/SHIBOR/1D/3M/6M,0.0300000000
2016-02-05,IR_SWAP/RATE/CNY/SHIBOR/1D/3M/7Y,0.0300000000
2016-02-05,IR_SWAP/RATE/EUR/OIS/2D/1D/10Y,0.0200000000
2016-02-05,IR_SWAP/RATE/EUR/OIS/2D/1D/15Y,0.0200000000
2016-02-05,IR_SWAP/RATE/EUR/OIS/2D/1D/1M,0.0200000000
2016-02-05,IR_SWAP/RATE/EUR/OIS/2D/1D/1Y,0.0200000000
2016-02-05,IR_SWAP/RATE/EUR/OIS/2D/1D/20Y,0.0200000000
2016-02-05,IR_SWAP/RATE/EUR/OIS/2D/1D/2Y,0.0200000000
2016-02-05,IR_SWAP/RATE/EUR/OIS/2D/1D/30Y,0.0200000000
2016-02-05,IR_SWAP/RATE/EUR/OIS/2D/1D/3M,0.0200000000
2016-02-05,IR_SWAP/RATE/EUR/OIS/2D/1D/3Y,0.0200000000
2016-02-05,IR_SWAP/RATE/EUR/OIS/2D/1D/5Y,0.0200000000
2016-02-05,IR_SWAP/RATE/EUR/OIS/2D/1D/6M,0.0200000000
2016-02-05,IR_SWAP/RATE/EUR/OIS/2D/1D/7Y,0.0200000000
2016-02-05,IR_SWAP/RATE/USD/LIBOR/2D/3M/10Y,0.0168050000
2016-02-05,IR_SWAP/RATE/USD/LIBOR/2D/3M/12Y,0.0180380000
2016-02-05,IR_SWAP/RATE/USD/LIBOR/2D/3M/15Y,0.0193230000
2016-02-05,IR_SWAP/RATE/USD/LIBOR/2D/3M/20Y,0.0206660000
2016-02-05,IR_SWAP/RATE/USD/LIBOR/2D/3M/25Y,0.0212960000
2016-02-05,IR_SWAP/RATE/USD/LIBOR/2D/3M/2Y,0.0092680000
2016-02-05,IR_SWAP/RATE/USD/LIBOR/2D/3M/30Y,0.0217450000
2016-02-05,IR_SWAP/RATE/USD/LIBOR/2D/3M/3Y,0.0102440000
2016-02-05,IR_SWAP/RATE/USD/LIBOR/2D/3M/4Y,0.0113070000
2016-02-05,IR_SWAP/RATE/USD/LIBOR/2D/3M/5Y,0.0124040000
2016-02-05,IR_SWAP/RATE/USD/LIBOR/2D/3M/6Y,0.0135020000
2016-02-05,IR_SWAP/RATE/USD/LIBOR/2D/3M/7Y,0.0143570000
2016-02-05,IR_SWAP/RATE/USD/LIBOR/2D/3M/8Y,0.0151810000
2016-02-05,IR_SWAP/RATE/USD/LIBOR/2D/3M/9Y,0.0160630000
2016-02-05,IR_SWAP/RATE/USD/OIS/2D/1D/10Y,0.0133180000
2016-02-05,IR_SWAP/RATE/USD/OIS/2D/1D/12Y,0.0145900000
2016-02-05,IR_SWAP/RATE/USD/OIS/2D/1D/15Y,0.0160290000
2016-02-05,IR_SWAP/RATE/USD/OIS/2D/1D/1M,0.0044580000
2016-02-05,IR_SWAP/RATE/USD/OIS/2D/1D/1Y,0.0056140000
2016-02-05,IR_SWAP/RATE/USD/OIS/2D/1D/1Y3M,0.0058570000
2016-02-05,IR_SWAP/RATE/USD/OIS/2D/1D/1Y6M,0.0060540000
2016-02-05,IR_SWAP/RATE/USD/OIS/2D/1D/1Y9M,0.0060970000
2016-02-05,IR_SWAP/RATE/USD/OIS/2D/1D/20Y,0.0173400000
2016-02-05,IR_SWAP/RATE/USD/OIS/2D/1D/25Y,0.0180400000
2016-02-05,IR_SWAP/RATE/USD/OIS/2D/1D/2Y,0.0064330000
2016-02-05,IR_SWAP/RATE/USD/OIS/2D/1D/30Y,0.0183260000
2016-02-05,IR_SWAP/RATE/USD/OIS/2D/1D/3M,0.0048510000
2016-02-05,IR_SWAP/RATE/USD/OIS/2D/1D/3Y,0.0071010000
2016-02-05,IR_SWAP/RATE/USD/OIS/2D/1D/4Y,0.0082640000
2016-02-05,IR_SWAP/RATE/USD/OIS/2D/1D/5Y,0.0092690000
2016-02-05,IR_SWAP/RATE/USD/OIS/2D/1D/6M,0.0052370000
2016-02-05,IR_SWAP/RATE/USD/OIS/2D/1D/7Y,0.0110350000
2016-02-05,IR_SWAP/RATE/USD/OIS/2D/1D/9M,0.0054710000
2016-02-05,MM/RATE/CNY/REPOFIX/0D/1D,0.0200000000
2016-02-05,MM/RATE/CNY/REPOFIX/0D/7D,0.0200000000
2016-02-05,MM/RATE/CNY/SHIBOR/0D/1D,0.0200000000
2016-02-05,MM/RATE/CNY/SHIBOR/0D/1W,0.0200000000
2016-02-05,MM/RATE/CNY/SHIBOR/0D/3M,0.0200000000
2016-02-05,MM/RATE/EUR/EURIBOR/0D/1D,-0.0011220000
2016-02-05,MM/RATE/USD/LIBOR/0D/1D,0.0044800000
2016-02-05,MM/RATE/USD/LIBOR/2D/1M,0.0074110000
2016-02-05,MM/RATE/USD/LIBOR/2D/1W,0.0058090000
2016-02-05,MM/RATE/USD/LIBOR/2D/2M,0.0094220000
2016-02-05,MM/RATE/USD/LIBOR/2D/3M,0.0079610000
2016-02-05,MM/RATE/USD/LIBOR/2D/6M,0.0080470000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/10Y/10Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/10Y/15Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/10Y/1Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/10Y/20Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/10Y/25Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/10Y/2Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/10Y/30Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/10Y/3Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/10Y/4Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/10Y/5Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/10Y/7Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/1Y/10Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/1Y/15Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/1Y/1Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/1Y/20Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/1Y/25Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/1Y/2Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/1Y/30Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/1Y/3Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/1Y/4Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/1Y/5Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/1Y/7Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/2Y/10Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/2Y/15Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/2Y/1Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/2Y/20Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/2Y/25Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/2Y/2Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/2Y/30Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/2Y/3Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/2Y/4Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/2Y/5Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/2Y/7Y/ATM,0.5000000000
2016-02-05,SWAPTION/RATE_LNVOL/CNY/3M/10Y/ATM,0.5000000000
